Situação;NUP;Tipo;Registrado Por;Possui Denúncia de Descumprim.;Assunto;Subassunto;Tag;Canal de Entrada;Data;Data de Abertura;Prazo de Resposta;Data de Encaminhamento por outro Órgão;Qtde. Total de Encaminhamento(s) por outro Órgão;Esfera;Serviço Federal;"Serviço Não Federal
";Outro Serviço;Órgão Destinatário;Órgão de Interesse;Uf do Local do Fato;Município do Local do Fato;"Data da 1ª Resp.
Interm.";"Data 
Resp. Concl.";Área Responsável Resp. Concl.;Área Responsável 2;Campos Adicionais
Concluída;25072032700202515;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Importação - Remessa expressa e postal;;Internet;30/06/2025;30/06/2025;31/07/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;PR;Curitiba;;15/07/2025;PAFRE;;
Concluída;25072032705202530;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Importação - Remessa expressa e postal;;Internet;30/06/2025;30/06/2025;31/07/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;PR;Curitiba;;16/07/2025;GPCON;;
Concluída;25072032710202542;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Alimentos - Irregularidades;;Internet;30/06/2025;30/06/2025;31/07/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;MG;Belo Horizonte;;16/07/2025;GPCON;;
Arquivada;25072032718202517;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Importação - Remessa expressa e postal;;Internet;30/06/2025;30/06/2025;;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;;PAFRE;;
Concluída;25072032722202577;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Cosméticos - Irregularidades;;Internet;30/06/2025;30/06/2025;31/07/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;São Paulo;;08/07/2025;PAFRE;;
Concluída;25072032723202511;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Cosméticos - Irregularidades;;Internet;30/06/2025;30/06/2025;31/07/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;São Paulo;;08/07/2025;COALI;;
Concluída;25072032780202509;Solicitação;Cidadão;Não;Certidões e Declarações;CIVP - Dificuldade de obtenção;;Internet;01/07/2025;01/07/2025;31/07/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;02/07/2025;PAFRE;;
Concluída;25072032790202536;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Saneantes - Outros;;Internet;01/07/2025;01/07/2025;31/07/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;Valinhos;;09/07/2025;PAFRE;;
Concluída;25072032818202535;Solicitação;Cidadão;Não;Certidões e Declarações;CIVP - Outros;Ouvidoria Interna;Internet;01/07/2025;01/07/2025;31/07/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;PI;Teresina;;02/07/2025;GRECS;;
Concluída;25072032832202539;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Outros;;Internet;01/07/2025;01/07/2025;31/07/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;PB;Campina Grande;;16/07/2025;CRES1;;
Concluída;25072032836202517;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Importação - Remessa expressa e postal;;Internet;01/07/2025;01/07/2025;31/07/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;Limeira;;08/07/2025;GQUIP;;
Arquivada;25072032837202561;Reclamação;;Não;Defesa e vigilância sanitária;;;E-mail;01/07/2025;01/07/2025;;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;;GQUIP;;
Concluída;25072032843202519;Solicitação;;Não;Defesa e vigilância sanitária;Autorização de Funcionamento de Empresas - Outros;;E-mail;01/07/2025;01/07/2025;31/07/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;08/07/2025;GQMED;;
Concluída;25072032847202505;Reclamação;;Não;Defesa e vigilância sanitária;Autorização de Funcionamento de Empresas - Outros;;Internet;01/07/2025;01/07/2025;31/07/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;08/07/2025;GQMED;;
Arquivada;25072032848202541;Solicitação;;Não;Defesa e vigilância sanitária;;;Internet;01/07/2025;01/07/2025;;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;;PAFRE;;
Concluída;25072032849202596;Reclamação;Cidadão;Não;Atendimento;Outros;;Internet;01/07/2025;01/07/2025;31/07/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;PR;Colombo;;18/07/2025;PAFRE;;
Arquivada;25072032852202518;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Cosméticos - Irregularidades;;Internet;01/07/2025;01/07/2025;;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;;GFARM;;
Concluída;25072032856202598;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Cosméticos - Outros;;Internet;01/07/2025;01/07/2025;31/07/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;24/07/2025;GFARM;;
Concluída;25072032869202567;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Medicamento - Certificação CBPF;;Internet;01/07/2025;01/07/2025;31/07/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;RJ;Campos dos Goytacazes;;01/08/2025;OUVID;;
Concluída;25072032875202514;Denúncia;;Não;Defesa e vigilância sanitária;Cosméticos - Irregularidades;;Outros;01/07/2025;01/07/2025;31/07/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;02/07/2025;OUVID;;
Concluída;25072032877202511;Elogio;Cidadão;Não;Certidões e Declarações;CIVP - Outros;;Internet;01/07/2025;01/07/2025;31/07/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;02/07/2025;GRECS;;
Concluída;25072032880202527;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Alimentos - Irregularidades;;Internet;01/07/2025;01/07/2025;31/07/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;Presidente Prudente;;10/07/2025;GRECS;;
Concluída;25072032884202513;Denúncia;Cidadão;Não;Atendimento;;;Internet;01/07/2025;01/07/2025;31/07/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;RJ;Rio de Janeiro;;01/07/2025;GRECS;;
Concluída;25072032887202549;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Outros;;Outros;01/07/2025;01/07/2025;31/07/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;24/07/2025;GRECS;;
Concluída;25072032909202571;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;;;Internet;01/07/2025;01/07/2025;31/07/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;PI;Ribeira do Piauí;;03/07/2025;OUVID;;
Concluída;25072032918202561;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Saneantes - Outros;;Internet;01/07/2025;01/07/2025;31/07/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;MS;Campo Grande;;03/07/2025;OUVID;;
Concluída;25072032923202574;Denúncia;;Não;Defesa e vigilância sanitária;;;E-mail;01/07/2025;01/07/2025;31/07/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;10/07/2025;OUVID;;
Concluída;25072032930202576;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Cosméticos - Queixa técnica/Reação adversa;;Internet;01/07/2025;01/07/2025;31/07/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;PR;Arapongas;;02/07/2025;OUVID;;
Arquivada;25072032937202598;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;;;Internet;01/07/2025;01/07/2025;;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;Campinas;;;OUVID;;
Arquivada;25072032939202587;Reclamação;;Não;Defesa e vigilância sanitária;;;E-mail;01/07/2025;01/07/2025;;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;;OUVID;;
Concluída;25072032948202578;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Medicamento - Desabastecimento;;Internet;01/07/2025;01/07/2025;31/07/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;RJ;Nova Iguaçu;;08/07/2025;OUVID;;
Concluída;25072032952202536;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Produtos para saúde - Irregularidades;;Internet;01/07/2025;01/07/2025;31/07/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;BA;Lauro de Freitas;;15/07/2025;OUVID;;
Concluída;25072032954202525;Denúncia;;Não;Defesa e vigilância sanitária;Produtos Fumígenos - Irregularidades;;E-mail;01/07/2025;01/07/2025;31/07/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;04/07/2025;GRECS;;
Concluída;25072032967202502;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Medicamento - Irregularidades;;Internet;01/07/2025;01/07/2025;01/09/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;DF;Brasília;;04/08/2025;GRECS;;
Concluída;25072032973202551;Solicitação;Cidadão;Não;Certidões e Declarações;CIVP - Solicitação;;Internet;01/07/2025;01/07/2025;01/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;AL;Maceió;;02/07/2025;GVIMS;;
Concluída;25072032983202597;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Alimentos - Irregularidades;;Internet;01/07/2025;01/07/2025;01/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;MG;Belo Horizonte;;15/07/2025;GVIMS;;
Concluída;25072032986202521;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Alimentos - Irregularidades;;Internet;01/07/2025;01/07/2025;01/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;MG;Belo Horizonte;;08/07/2025;COAFE;;
Concluída;25072032990202599;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Serviços de saúde - Fiscalização de hospital/clínica médica;;Internet;02/07/2025;02/07/2025;01/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;São Paulo;;17/07/2025;COAFE;;
Concluída;25072033020202519;Solicitação;;Não;Defesa e vigilância sanitária;Outros;;Outros;02/07/2025;02/07/2025;16/09/2025;15/08/2025;3;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;19/08/2025;COALI;;
Arquivada;25072033040202581;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Serviços de interesse à saúde;;Internet;02/07/2025;02/07/2025;;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;DF;Brasília;;;COALI;;
Concluída;25072033042202571;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Medicamento - Irregularidades;;Internet;02/07/2025;02/07/2025;01/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;RN;Natal;;24/07/2025;GGCIP;OUVID;
Prorrogada;25072033044202560;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Autorização de Funcionamento de Empresas - Outros;;Internet;02/07/2025;02/07/2025;01/09/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;;GGCIP;OUVID;
Concluída;25072033045202512;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Produtos para saúde - Outros;;Internet;02/07/2025;02/07/2025;01/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;DF;Brasília;;09/07/2025;GGCIP;OUVID;
Concluída;25072033047202501;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Autorização de Funcionamento de Empresas - Outros;;Internet;02/07/2025;02/07/2025;01/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;RN;Natal;;18/07/2025;GGCIP;OUVID;
Concluída;25072033051202561;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Serviços de interesse à saúde;;Internet;02/07/2025;02/07/2025;01/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;RS;Canoas;;03/07/2025;GFARM;;
Concluída;25072033052202514;Solicitação;Cidadão;Não;Certidões e Declarações;CIVP - Dificuldade de obtenção;;Internet;02/07/2025;02/07/2025;01/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SC;Florianópolis;;02/07/2025;GFARM;;
Concluída;25072033053202551;Solicitação;Cidadão;Não;Certidões e Declarações;CIVP - Outros;;Internet;02/07/2025;02/07/2025;01/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;PR;Curitiba;;04/07/2025;CFMED;;
Concluída;25072033063202596;Reclamação;Cidadão;Não;Atendimento;Morosidade;;Internet;02/07/2025;02/07/2025;01/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;08/07/2025;CFMED;;
Concluída;25072033070202598;Solicitação;;Não;Defesa e vigilância sanitária;Saneantes - Outros;;E-mail;02/07/2025;02/07/2025;01/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;03/07/2025;GEGAR;;
Concluída;25072033072202587;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Serviços de interesse à saúde;;Internet;02/07/2025;02/07/2025;01/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;DF;Brasília;;21/07/2025;GEGAR;;
Concluída;25072033080202523;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;;;Internet;02/07/2025;02/07/2025;01/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;CE;Sobral;;03/07/2025;CDMED ;;
Concluída;25072033082202512;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Autorização de Funcionamento de Empresas - Morosidade;;Internet;02/07/2025;02/07/2025;01/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;TO;Araguaína;;24/07/2025;CDMED ;;
Prorrogada;25072033116202579;Denúncia;;Não;Defesa e vigilância sanitária;;;Outros;02/07/2025;02/07/2025;01/09/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;;CGTAI;;
Concluída;25072033121202581;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Medicamento - Receita médica;;Internet;02/07/2025;02/07/2025;01/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;MA;São Luís;;21/07/2025;CGTAI;;
Concluída;25072033127202559;Sugestão;Cidadão;Não;Defesa e vigilância sanitária;Medicamento - Receita médica;;Internet;02/07/2025;02/07/2025;01/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;MA;São Luís;;21/07/2025;CGTAI;CGTAI;
Concluída;25072033131202517;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;;;Internet;02/07/2025;02/07/2025;01/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;CE;Juazeiro do Norte;;03/07/2025;CGTAI;CGTAI;
Concluída;25072033132202561;Elogio;Cidadão;Não;Atendimento;;;Internet;02/07/2025;02/07/2025;01/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;03/07/2025;CDMED ;;
Concluída;25072033147202520;Solicitação;Cidadão;Não;Certidões e Declarações;CIVP - Solicitação;;Internet;02/07/2025;02/07/2025;01/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;04/07/2025;CDMED ;;
Concluída;25072033152202532;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Produtos para saúde - Irregularidades;;Internet;02/07/2025;02/07/2025;01/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SC;Balneário Camboriú;;24/07/2025;OUVID;;
Concluída;25072033170202514;Denúncia;;Não;Defesa e vigilância sanitária;Produtos para saúde - Irregularidades;;Outros;02/07/2025;02/07/2025;01/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;15/07/2025;PAFRE;;
Arquivada;25072033173202558;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Cosméticos - Irregularidades;;Internet;02/07/2025;02/07/2025;;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;Assis;;;PAFRE;;
Concluída;25072033185202582;Denúncia;;Não;Defesa e vigilância sanitária;Medicamento - Irregularidades;;Outros;02/07/2025;02/07/2025;01/09/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;05/08/2025;OUVID;;
Arquivada;25072033201202537;Comunicação;Anônimo;Não;;;;Internet;02/07/2025;02/07/2025;01/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;;OUVID;;
Arquivada;25072033211202572;Comunicação;Anônimo;Não;Serviços e Sistemas;;;Internet;02/07/2025;02/07/2025;01/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;Paulínia;;;CFMED;;
Concluída;25072033235202521;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Importação - Remessa expressa e postal;;Internet;02/07/2025;02/07/2025;01/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;Campinas;;07/07/2025;CFMED;;
Concluída;25072033240202534;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;;;Internet;02/07/2025;02/07/2025;01/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;03/07/2025;COFIS;;
Concluída;25072033250202570;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Alimentos - Irregularidades;;Internet;02/07/2025;02/07/2025;04/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;São Paulo;;10/07/2025;COFIS;;
Concluída;25072033252202569;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Medicamento - Irregularidades;;Internet;02/07/2025;02/07/2025;04/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;Santo André;;05/08/2025;COISC;;
Concluída;25072033254202558;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Serviços de saúde - Fiscalização de hospital/clínica médica;;Internet;02/07/2025;02/07/2025;04/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;São Paulo;;21/07/2025;CFMED;;
Arquivada;25072033255202501;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;;;Internet;02/07/2025;02/07/2025;04/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SC;Navegantes;;;CFMED;;
Concluída;25072033257202591;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Medicamento - Irregularidades;;Internet;02/07/2025;02/07/2025;03/09/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;RJ;Itaguaí;;06/08/2025;GRECS;;
Concluída;25072033262202502;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Produtos para saúde - Outros;;Internet;02/07/2025;02/07/2025;04/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;RJ;Rio de Janeiro;;09/07/2025;GRECS;;
Concluída;25072033357202518;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Cosméticos - Outros;;Internet;03/07/2025;03/07/2025;04/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;18/07/2025;GETEC;;
Concluída;25072033364202510;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Produtos para saúde - Irregularidades;;Internet;03/07/2025;03/07/2025;04/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;PR;Curitiba;;25/07/2025;GEREG;;
Concluída;25072033382202500;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Importação - Licença de Importação - Alimentos/Cosméticos/Saneantes/Outros;;Internet;03/07/2025;03/07/2025;04/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;09/07/2025;GEREG;;
Concluída;25072033417202501;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Produtos para saúde - Irregularidades;;Internet;03/07/2025;03/07/2025;04/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;24/07/2025;COALI;;
Concluída;25072033436202529;Solicitação;Cidadão;Não;Certidões e Declarações;CIVP - Solicitação;;Internet;03/07/2025;03/07/2025;04/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;PE;Recife;;04/07/2025;COALI;;
Concluída;25072033437202573;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Produtos Fumígenos - Irregularidades;;Internet;03/07/2025;03/07/2025;04/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;São Paulo;;03/07/2025;CFMED;;
Concluída;25072033443202521;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Alimentos - Irregularidades;;Internet;03/07/2025;03/07/2025;04/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;RS;Lajeado;;16/07/2025;COISC;;
Concluída;25072033444202575;Reclamação;;Não;Defesa e vigilância sanitária;Cosméticos - Irregularidades;;E-mail;03/07/2025;03/07/2025;04/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;08/07/2025;COISC;;
Concluída;25072033447202517;Solicitação;;Não;Defesa e vigilância sanitária;Medicamento - Outros;;E-mail;03/07/2025;03/07/2025;04/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;10/07/2025;CFPAF;CVPAF - PB;
Concluída;25072033448202553;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Autorização de Funcionamento de Empresas - Outros;;Internet;03/07/2025;03/07/2025;04/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;CE;Morrinhos;;08/07/2025;CFPAF;CVPAF - PB;
Arquivada;25072033468202524;Solicitação;;Não;Defesa e vigilância sanitária;Medicamento - Outros;;E-mail;03/07/2025;03/07/2025;;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;;OUVID;;
Concluída;25072033473202537;Reclamação;;Não;Defesa e vigilância sanitária;Cosméticos - Outros;;E-mail;03/07/2025;03/07/2025;04/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;21/07/2025;OUVID;;
Concluída;25072033483202572;Solicitação;;Não;Defesa e vigilância sanitária;;;E-mail;03/07/2025;03/07/2025;04/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;10/07/2025;PAFRE;;
Concluída;25072033484202517;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;;;Internet;03/07/2025;03/07/2025;04/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;11/07/2025;PAFRE;;
Arquivada;25072033509202582;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Alimentos - Irregularidades;;Internet;03/07/2025;03/07/2025;;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SC;Florianópolis;;;COFIS;COFIS;
Concluída;25072033514202595;Solicitação;Cidadão;Não;Certidões e Declarações;CIVP - Solicitação;;Internet;03/07/2025;03/07/2025;04/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SC;Navegantes;;04/07/2025;COFIS;COFIS;
Concluída;25072033520202542;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Outros;;Internet;03/07/2025;03/07/2025;04/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;PR;Campo Mourão;;16/07/2025;COAFE;;
Concluída;25072033528202517;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Alimentos - Irregularidades;;Internet;03/07/2025;03/07/2025;04/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;Itu;;21/07/2025;COAFE;;
Arquivada;25072033529202553;Denúncia;;Não;Defesa e vigilância sanitária;;;E-mail;03/07/2025;03/07/2025;04/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;;GFARM;;
Concluída;25072033536202555;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Produtos para saúde - Irregularidades;;Internet;03/07/2025;03/07/2025;04/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;Osasco;;14/07/2025;GFARM;;
Concluída;25072033538202544;Denúncia;;Não;Defesa e vigilância sanitária;Medicamento - Reação adversa;;E-mail;03/07/2025;03/07/2025;04/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;07/07/2025;GEMAT;;
Concluída;25072033539202599;Denúncia;;Não;Defesa e vigilância sanitária;Produtos para saúde - Irregularidades;;E-mail;03/07/2025;03/07/2025;04/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;25/07/2025;GEMAT;;
Concluída;21210006766202569;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Inspeção de Produtos de Origem Vegetal - Fiscalização e inspeção higiênico-sanitária nos estabelecimentos de produtos vegetais e seus devirados  ;Consulta;Internet;04/07/2025;04/07/2025;15/08/2025;16/07/2025;1;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;MAPA – Ministério da Agricultura e Pecuária;;;07/07/2025;30/07/2025;GEMAT;;
Concluída;25072033650202585;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Alimentos - Irregularidades;;Internet;04/07/2025;04/07/2025;05/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;25/07/2025;GEMAT;;
Concluída;25072033652202574;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Importação - Licença de Importação - Produtos para a saúde;;Internet;04/07/2025;04/07/2025;05/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;Campinas;;09/07/2025;CFMED;;
Concluída;25072033653202519;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Cosméticos - Irregularidades;;Internet;04/07/2025;04/07/2025;05/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;09/07/2025;CFMED;;
Concluída;25072033696202502;Solicitação;Cidadão;Não;Certidões e Declarações;CIVP - Dificuldade de obtenção;;Internet;04/07/2025;04/07/2025;05/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;São Paulo;;04/07/2025;COISC;;
Concluída;25072033702202513;Solicitação;Cidadão;Não;Certidões e Declarações;CIVP - Solicitação;;Internet;04/07/2025;04/07/2025;05/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;PE;Recife;;04/07/2025;COISC;;
Concluída;25072033708202591;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Importação - Remessa expressa e postal;;Internet;04/07/2025;04/07/2025;05/08/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;DF;Brasília;;08/07/2025;PAFPS;;
